Assembly	contigs(>=0bp)	contigs(>=1000bp)	contigs(>=5000bp)	contigs(>=10000bp)	contigs(>=25000bp)	contigs(>=50000bp)	Totallength(>=0bp)	Totallength(>=1000bp)	Totallength(>=5000bp)	Totallength(>=10000bp)	Totallength(>=25000bp)	Totallength(>=50000bp)	contigs	Largestcontig	Totallength	Referencelength	GC(%)	ReferenceGC(%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	misassemblies	misassembledcontigs	Misassembledcontigslength	localmisassemblies	unalignedmis.contigs	unalignedcontigs	Unalignedlength	Genomefraction(%)	Duplicationratio	N'sper100kbp	mismatchesper100kbp	indelsper100kbp	Largestalignment	Totalalignedlength	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
r9-il_bin.0217	3	3	3	2	2	2	2661392	2661392	2661392	2654365	2654365	2654365	3	1530082	2661392	2680468	45.84	45.83	1530082	1530082	1124283	1124283	1	1	2	2	36	2	2654365	9	0	1 + 2 part	90417	95.675	1.003	0.23	528.52	46.40	275618	2570975	138979	138979	76254	73792	7	7	13	14
r9_bin.0137	3	3	3	2	2	2	2661078	2661078	2661078	2654051	2654051	2654051	3	1530112	2661078	2680468	45.83	45.83	1530112	1530112	1123939	1123939	1	1	2	2	36	2	2654051	7	0	1 + 2 part	89586	95.687	1.003	0.00	469.77	65.34	275859	2571492	139003	139003	76249	73783	7	7	13	14
ilmn_bin.0076	253	253	65	37	16	8	2011146	2011146	1621100	1429297	1108494	808947	253	265694	2011146	1998821	45.17	44.60	36351	36351	7247	7770	13	13	47	45	4	4	351114	2	1	139 + 7 part	441280	78.042	1.006	0.00	132.51	4.42	218502	1569447	34379	34379	2327	2554	15	15	77	73
r103-il_bin.0111	3	3	3	3	3	3	1995051	1995051	1995051	1995051	1995051	1995051	3	924401	1995051	1998821	44.49	44.60	740427	740427	740427	740427	2	2	2	2	14	3	1995051	12	0	0 + 3 part	92556	95.163	1.000	0.00	275.90	21.87	564209	1902495	233689	233689	96229	96229	3	3	6	6
r103_bin.0100	3	3	3	3	3	3	1995114	1995114	1995114	1995114	1995114	1995114	3	924267	1995114	1998821	44.53	44.60	740602	740602	740602	740602	2	2	2	2	14	3	1995114	11	0	0 + 3 part	92092	95.177	1.000	0.00	264.19	24.65	564186	1903022	233707	233707	96205	96205	3	3	6	6
r104-il_bin.0102	8	8	8	7	4	4	2047323	2047323	2047323	2039244	1996913	1996913	8	917588	2047323	1998821	44.54	44.60	589613	589613	317944	589613	2	2	3	2	19	3	1825145	6	0	0 + 6 part	136778	95.113	1.005	0.00	336.43	24.72	564212	1910545	223409	223409	72923	89411	3	3	8	7
r104_bin.0052	8	8	8	7	4	4	2047441	2047441	2047441	2039362	1997033	1997033	8	917622	2047441	1998821	44.54	44.60	589688	589688	317949	589688	2	2	3	2	19	3	1825259	5	0	0 + 6 part	136639	95.121	1.005	0.00	335.51	27.93	564208	1910802	223410	223410	72932	89419	3	3	8	7
r9-il_bin.0140	6	6	6	6	4	4	2032681	2032681	2032681	2032681	1999234	1999234	6	749068	2032681	1998821	44.51	44.60	599551	599551	337745	337745	2	2	3	3	17	4	1999234	5	0	1 + 4 part	148282	94.076	1.002	0.00	389.38	17.50	572275	1884399	237044	237044	76341	76341	3	3	8	8
r9_bin.0017	6	6	6	6	4	4	2032986	2032986	2032986	2032986	1999540	1999540	6	749318	2032986	1998821	44.49	44.60	599531	599531	337757	337757	2	2	3	3	17	4	1999540	6	0	1 + 4 part	145400	94.224	1.002	0.00	396.10	22.99	572254	1887586	237043	237043	76360	76360	3	3	8	8
r103-il_bin.0107	146	146	115	80	33	11	2619781	2619781	2524576	2269170	1511231	746711	146	87751	2619781	1817280	45.62	45.91	29503	43555	16288	29421	26	15	57	28	4	4	89544	1	0	100 + 5 part	1240559	75.338	1.007	2.18	144.98	76.25	87750	1377802	10213	32693	-	4576	40	17	-	47
r103_bin.0039	54	54	51	48	23	8	1506903	1506903	1493809	1473202	1105573	561042	54	87895	1506903	1817280	46.42	45.91	38212	34814	20760	11898	13	17	25	39	4	4	89684	1	0	13 + 4 part	169644	73.136	1.006	0.00	427.21	367.77	87894	1335841	38178	32723	19113	-	13	17	27	-
r9-il_bin.0165	5	5	5	5	5	5	1827678	1827678	1827678	1827678	1827678	1827678	5	939621	1827678	1817280	45.91	45.91	939621	939621	465065	465065	1	1	2	2	3	3	1516323	0	0	0 + 2 part	11101	99.877	1.001	1.70	57.19	17.13	614655	1816577	324966	324966	219126	219126	2	2	4	4
r9_bin.0066	5	5	5	5	5	5	1827602	1827602	1827602	1827602	1827602	1827602	5	939572	1827602	1817280	45.90	45.91	939572	939572	465051	465051	1	1	2	2	3	3	1516276	0	0	0 + 2 part	11100	99.877	1.001	0.00	24.79	51.29	614606	1816502	324966	324966	219091	219091	2	2	4	4
ilmn_bin.0039	271	271	81	18	1	0	1323936	1323936	658559	244324	27352	0	271	27352	1323936	2733987	57.83	57.50	4981	-	3559	-	82	-	162	-	6	5	39056	5	0	0 + 5 part	9873	47.451	1.013	0.00	538.04	13.26	27352	1312065	4806	-	3482	-	85	-	166	-
r103-il_bin.0074	28	28	27	25	18	16	2787140	2787140	2783191	2766278	2679972	2613611	28	442138	2787140	2733987	57.23	57.50	211281	211281	105092	105092	5	5	10	10	61	14	2252909	34	0	2 + 17 part	287387	90.667	1.008	0.68	784.97	59.67	216148	2498971	60325	60325	29086	30459	13	13	30	29
r103_bin.0078	24	24	24	23	18	16	2752643	2752643	2752643	2745382	2681957	2615584	24	442642	2752643	2733987	57.28	57.50	211463	211463	105188	105188	5	5	10	10	60	14	2254672	31	0	1 + 16 part	287652	89.425	1.008	0.00	899.36	193.88	216457	2464656	60344	60344	30486	30486	13	13	29	29
r104-il_bin.0114	111	111	94	70	28	8	2358669	2358669	2294384	2119631	1434408	742942	111	135241	2358669	2733987	57.69	57.50	32154	26092	17474	10928	19	26	45	64	37	22	900023	23	0	4 + 33 part	152117	79.936	1.010	0.08	745.07	37.25	102699	2202145	24116	20864	12780	6346	31	39	63	93
r104_bin.0044	98	98	90	71	29	8	2327887	2327887	2294283	2162311	1460601	742875	98	135237	2327887	2733987	57.53	57.50	32158	26346	19506	12780	19	26	42	61	35	21	918660	22	0	1 + 32 part	132726	79.638	1.008	0.00	836.04	89.79	102789	2190989	24122	20951	14118	6382	30	39	60	91
r9-il_bin.0154	6	6	6	5	5	5	2672711	2672711	2672711	2664194	2664194	2664194	6	1544497	2672711	2733987	57.31	57.50	1544497	1544497	471665	398114	1	1	2	3	67	4	2595134	27	0	0 + 4 part	194092	90.076	1.006	0.22	715.60	41.13	253911	2478619	88105	85451	36158	33619	9	10	20	22
r9_bin.0204	6	6	6	5	5	5	2672668	2672668	2672668	2664153	2664153	2664153	6	1544157	2672668	2733987	57.33	57.50	1544157	1544157	471860	398272	1	1	2	3	68	4	2595103	24	0	0 + 4 part	193742	90.113	1.006	0.00	651.06	80.77	253865	2478926	88102	85441	36085	33603	9	10	20	22
ilmn_bin.0042	6	6	5	5	4	3	1208213	1208213	1205548	1205548	1192875	1151733	6	996528	1208213	1654674	39.24	36.39	996528	996528	996528	-	1	1	1	-	0	0	0	0	0	0 + 0 part	0	73.000	1.000	0.00	0.41	0.41	996528	1208213	996528	996528	996528	-	1	1	1	-
r103-il_bin.0075	21	21	18	14	10	5	1925153	1925153	1916679	1886693	1820982	1646998	21	1241633	1925153	1654674	36.23	36.39	1241633	1241633	90739	1241633	1	1	3	1	3	3	1438721	3	2	10 + 8 part	374921	93.155	1.006	0.00	22.45	5.84	1104340	1550170	1104340	1104340	90678	157841	1	1	4	2
r103_bin.0095	22	22	19	15	11	6	1979688	1979688	1971214	1941228	1875439	1701413	22	1241621	1979688	1654674	36.28	36.39	1241621	1241621	90712	1241621	1	1	3	1	3	3	1438623	4	2	11 + 8 part	429508	93.157	1.006	0.00	27.77	16.41	1104325	1550124	1104325	1104325	26585	157847	1	1	5	2
r104-il_bin.0104	11	11	10	10	8	3	1818565	1818565	1816516	1816516	1792004	1583678	11	1237020	1818565	1654674	37.60	36.39	1237020	1237020	282084	282084	1	1	2	2	9	3	1583678	9	2	6 + 4 part	212648	96.096	1.010	0.00	13.71	4.84	1220424	1605921	1220424	1220424	88405	142138	1	1	3	2
r104_bin.0088	12	12	10	10	8	3	1820550	1820550	1816272	1816272	1791761	1583623	12	1236969	1820550	1654674	37.59	36.39	1236969	1236969	282012	282012	1	1	2	2	9	3	1583623	8	2	7 + 4 part	214762	96.103	1.010	0.00	12.58	3.14	1220361	1605792	1220361	1220361	88405	142138	1	1	3	2
r9-il_bin.0176	14	14	13	11	7	4	1823002	1823002	1818136	1805663	1727012	1623606	14	1240506	1823002	1654674	36.37	36.39	1240506	1240506	274889	274889	1	1	2	2	5	4	1580873	2	0	9 + 5 part	281472	93.099	1.001	0.00	30.96	6.62	1104188	1541530	1104188	1104188	112679	157856	1	1	3	2
r9_bin.0058	13	13	12	10	7	4	1811367	1811367	1806494	1794022	1727706	1624128	13	1240894	1811367	1654674	36.34	36.39	1240894	1240894	274983	274983	1	1	2	2	5	4	1581422	3	0	8 + 5 part	269302	93.099	1.001	0.00	112.43	46.80	1104515	1542065	1104515	1104515	112720	157845	1	1	3	2
ilmn_bin.0027	49	49	21	16	14	11	1921223	1921223	1856092	1821599	1795015	1660970	49	284630	1921223	1884956	45.62	45.69	163039	163039	88120	114857	5	5	9	8	0	0	0	3	0	27 + 1 part	93126	96.882	1.001	0.00	3.01	0.93	284630	1827392	163039	163039	88120	114744	5	5	9	8
r103-il_bin.0097	6	6	6	6	3	2	1985195	1985195	1985195	1985195	1924636	1891045	6	1243182	1985195	1884956	45.43	45.69	1243182	1243182	647863	647863	1	1	2	2	2	1	1243182	0	0	4 + 2 part	125821	98.640	1.000	0.91	6.83	6.40	634932	1859374	630613	630613	589619	589619	2	2	3	3
r103_bin.0082	6	6	6	6	3	2	1985016	1985016	1985016	1985016	1924431	1890843	6	1242997	1985016	1884956	45.42	45.69	1242997	1242997	647846	647846	1	1	2	2	2	1	1242997	0	0	4 + 2 part	129352	98.444	1.000	0.00	3.56	2.75	634929	1855664	630593	630593	589561	589561	2	2	3	3
r104-il_bin.0049	4	4	3	3	3	2	2001170	2001170	1996626	1996626	1996626	1954485	4	1360889	2001170	1884956	45.59	45.69	1360889	1360889	593596	593596	1	1	2	2	2	1	1360889	0	0	2 + 2 part	141263	98.670	1.000	0.00	13.12	2.04	634947	1859907	630603	630603	588870	588870	2	2	3	3
r104_bin.0003	6	6	4	4	4	2	2028047	2028047	2019363	2019363	2019363	1954474	6	1360876	2028047	1884956	45.68	45.69	1360876	1360876	593598	593598	1	1	2	2	2	1	1360876	0	0	4 + 1 part	163424	98.671	1.003	0.00	12.31	1.40	634941	1859897	630597	630597	588872	588872	2	2	3	3
r9-il_bin.0156	7	7	6	5	3	3	1914179	1914179	1912025	1904444	1867455	1867455	7	991880	1914179	1884956	45.66	45.69	991880	991880	588594	588594	1	1	2	2	2	2	1580474	0	0	4 + 2 part	65391	98.002	1.001	0.00	1.25	1.19	630599	1848788	581850	581850	346464	346464	2	2	3	3
r9_bin.0152	7	7	6	5	3	3	1914112	1914112	1911911	1904325	1867337	1867337	7	991805	1914112	1884956	45.66	45.69	991805	991805	588565	588565	1	1	2	2	2	2	1580370	0	0	4 + 2 part	65384	98.002	1.001	0.00	1.79	3.09	630589	1848728	581821	581821	346455	346455	2	2	3	3
ilmn_bin.0100	319	319	225	135	21	2	3479817	3479817	3165423	2506519	739598	111551	319	60539	3479817	4075905	50.37	49.67	15559	13216	9361	5855	73	94	146	205	6	6	99490	8	1	0 + 7 part	36929	84.077	1.005	0.00	150.66	19.23	60539	3438794	14861	12487	9000	5318	75	96	150	214
r103-il_bin.0017	64	64	60	53	38	26	3988856	3988856	3972354	3912483	3653238	3207682	64	400857	3988856	4075905	49.58	49.67	114065	106208	56869	56762	9	10	23	24	11	11	1886455	17	1	0 + 23 part	157947	92.596	1.015	0.15	228.64	32.51	253216	3829722	81127	78934	41866	41088	14	15	31	32
r103_bin.0046	58	58	57	51	38	26	3939546	3939546	3936883	3887053	3656373	3210363	58	401302	3939546	4075905	49.50	49.67	114173	106276	59017	56824	9	10	22	24	11	11	1888176	16	0	0 + 22 part	151397	91.942	1.011	0.00	440.35	249.58	247546	3787218	81203	78990	42114	41119	14	15	30	32
r104-il_bin.0103	58	58	56	49	33	22	3863435	3863435	3858040	3813649	3578910	3180070	58	375397	3863435	4075905	49.93	49.67	143566	142208	74732	65661	9	10	18	20	13	9	1471606	8	0	2 + 22 part	162927	89.610	1.013	0.98	223.00	30.47	267813	3698312	111459	101125	47269	41093	12	13	25	29
r104_bin.0059	63	63	59	52	35	22	3955357	3955357	3941898	3897510	3644106	3179893	63	375376	3955357	4075905	49.76	49.67	143569	142192	69106	65660	9	10	19	20	13	9	1471484	8	0	3 + 23 part	169529	91.376	1.016	0.00	239.45	61.76	267750	3783633	101125	101125	42607	41088	13	13	27	29
r9-il_bin.0069	14	14	9	7	2	2	3947116	3947116	3936196	3921350	3854292	3854292	14	2648210	3947116	4075905	49.54	49.67	2648210	2648210	1206082	1206082	1	1	2	2	17	2	3854292	10	0	10 + 2 part	133196	93.329	1.003	0.10	202.81	25.11	1090085	3813920	307021	307021	250457	250457	4	4	8	8
r9_bin.0138	14	14	8	6	3	2	3966840	3966840	3952528	3939747	3894878	3853138	14	2647343	3966840	4075905	49.56	49.67	2647343	2647343	1205795	1205795	1	1	2	2	17	2	3853138	9	0	10 + 2 part	159640	93.187	1.002	0.00	217.92	82.35	1089848	3807200	304505	304505	250360	250360	4	4	8	8
ilmn_bin.0083	102	102	94	70	35	16	2632265	2632265	2601899	2440006	1897789	1222776	102	108032	2632265	2316302	49.55	49.23	45011	55401	20394	31173	18	15	39	29	30	20	985452	6	1	18 + 37 part	686135	83.653	1.004	0.00	42.47	2.63	96282	1941937	24476	30780	-	11183	28	22	-	52
r104-il_bin.0063	39	39	37	36	31	22	2971298	2971298	2967356	2961440	2869527	2545975	39	240097	2971298	2316302	49.19	49.23	117559	133776	74918	100725	9	7	17	12	80	17	2134331	10	5	12 + 22 part	918622	86.119	1.029	0.77	46.87	9.12	124187	2052350	37227	51499	-	20654	22	15	-	31
r104_bin.0073	41	41	37	36	30	23	2977916	2977916	2970292	2964372	2862121	2601464	41	240082	2977916	2316302	49.21	49.23	117558	133791	74895	100728	9	7	17	12	82	17	2134388	10	5	13 + 22 part	920132	86.204	1.031	0.00	57.54	12.12	124177	2057452	37227	51500	-	20654	22	15	-	31
r9-il_bin.0102	45	45	45	44	36	23	2921644	2921644	2921644	2915225	2771079	2315346	45	278263	2921644	2316302	49.22	49.23	95955	100986	60336	79845	12	9	21	15	83	23	2150881	9	1	10 + 27 part	723064	89.049	1.066	0.00	49.06	10.71	130582	2197549	34713	46666	659	24782	24	17	108	33
r9_bin.0096	37	37	37	36	32	22	2644924	2644924	2644924	2638493	2572306	2215531	37	278249	2644924	2316302	48.96	49.23	100632	100984	67592	75621	10	9	19	15	78	21	2026973	6	1	8 + 22 part	641760	83.964	1.030	0.00	53.53	17.94	130600	2002219	35194	46517	1370	17941	21	17	84	36
r103-il_bin.0032	48	48	48	45	26	10	1853766	1853766	1853766	1829839	1523681	895636	48	202521	1853766	2732147	37.09	37.14	46811	36231	36231	-	11	22	22	-	19	10	684666	27	0	2 + 27 part	132659	62.608	1.006	1.94	375.56	89.86	89678	1720137	37932	20476	19888	-	18	32	33	-
r103_bin.0002	49	49	49	46	26	10	1873135	1873135	1873135	1849169	1526030	896929	49	202729	1873135	2732147	37.03	37.14	46869	36300	36194	-	11	22	23	-	19	10	685708	23	0	3 + 26 part	169586	61.863	1.008	0.00	637.86	364.40	89781	1702337	37818	19963	18295	-	18	33	35	-
r9-il_bin.0182	13	13	13	13	11	9	2654744	2654744	2654744	2654744	2630547	2541674	13	517677	2654744	2732147	37.14	37.14	427775	427775	204963	204963	3	3	6	6	26	8	2324960	13	1	0 + 12 part	176473	90.522	1.002	2.07	252.35	19.29	271233	2478173	170428	170428	59846	57742	7	7	14	15
r9_bin.0056	13	13	13	12	10	9	2614896	2614896	2614896	2605712	2583530	2541831	13	517689	2614896	2732147	37.12	37.14	427817	427817	204946	204946	3	3	6	6	26	8	2325083	12	0	2 + 10 part	156322	89.822	1.002	0.00	172.65	47.15	271323	2458476	170508	170508	63276	57750	7	7	13	15
ilmn_bin.0103	64	64	62	57	25	10	1885401	1885401	1878478	1841899	1306827	753018	64	134267	1885401	2176782	41.25	41.22	44447	35465	20844	17647	14	18	30	42	5	5	264169	9	0	2 + 5 part	42246	84.529	1.002	0.00	7.12	0.49	128623	1840889	38809	32361	20456	15108	15	19	32	44
r103-il_bin.0036	7	7	7	7	7	7	2097123	2097123	2097123	2097123	2097123	2097123	7	808209	2097123	2176782	41.22	41.22	587383	587383	236781	134681	2	2	3	4	16	5	1894450	12	0	0 + 6 part	99433	91.287	1.005	0.00	22.19	12.18	422621	1997609	213770	213770	113862	110302	4	4	7	8
r103_bin.0019	7	7	7	7	7	7	2096930	2096930	2096930	2096930	2096930	2096930	7	808340	2096930	2176782	41.21	41.22	586891	586891	236790	134762	2	2	3	4	16	5	1894196	9	0	0 + 6 part	100298	91.259	1.005	0.00	25.42	37.40	422648	1996497	213782	213782	110317	74180	4	4	7	8
r104-il_bin.0101	6	6	6	6	5	4	1854298	1854298	1854298	1854298	1834088	1793543	6	675805	1854298	2176782	41.25	41.22	559451	559451	403252	403252	2	2	3	3	24	5	1813753	5	0	0 + 4 part	70530	80.838	1.014	0.00	37.96	5.46	409082	1783465	185456	179436	101891	40545	3	4	6	10
r104_bin.0077	6	6	6	6	5	4	1854342	1854342	1854342	1854342	1834128	1793585	6	675847	1854342	2176782	41.24	41.22	559412	559412	403285	403285	2	2	3	3	23	4	1793585	4	0	0 + 4 part	71744	80.796	1.014	0.00	57.31	12.96	409060	1782529	185416	179462	101893	40543	3	4	6	10
r9-il_bin.0199	9	9	9	9	7	6	1972833	1972833	1972833	1972833	1934853	1886689	9	483831	1972833	2176782	41.27	41.22	288708	288708	259745	259745	3	3	5	5	16	5	1211713	3	0	0 + 6 part	117148	83.735	1.018	0.00	19.53	4.72	282833	1855619	240453	189703	128842	110359	4	5	7	8
r9_bin.0195	9	9	9	9	7	6	1972879	1972879	1972879	1972879	1934865	1886713	9	483845	1972879	2176782	41.27	41.22	288705	288705	259772	259772	3	3	5	5	16	5	1211799	4	0	0 + 6 part	117173	83.726	1.018	0.00	13.77	6.26	282828	1855510	240456	189711	128861	110360	4	5	7	8
r103-il_bin.0023	12	12	12	12	11	9	2225881	2225881	2225881	2225881	2200982	2135633	12	616989	2225881	1980328	42.49	41.79	258870	394735	150737	176736	3	2	6	5	42	9	2116477	25	1	0 + 10 part	527472	83.885	1.022	0.00	286.24	34.73	159473	1697711	44806	57135	3597	24028	13	11	42	25
r103_bin.0085	12	12	12	12	11	9	2212555	2212555	2212555	2212555	2201466	2136072	12	616936	2212555	1980328	42.46	41.79	259013	395045	150793	176802	3	2	6	5	42	9	2116906	25	0	0 + 9 part	511305	84.169	1.021	0.00	301.83	52.62	159477	1700425	44837	57138	6253	23998	13	11	39	25
r104-il_bin.0057	17	17	17	17	13	11	2163608	2163608	2163608	2163608	2106993	2050938	17	408806	2163608	1980328	41.79	41.79	237995	270709	147027	229650	4	3	6	5	43	10	1960625	21	0	0 + 16 part	470161	82.890	1.032	0.00	313.19	32.29	152656	1693447	43154	52435	8611	14897	13	11	40	29
r104_bin.0101	17	17	17	17	13	11	2163792	2163792	2163792	2163792	2107185	2051128	17	408775	2163792	1980328	41.80	41.79	238105	270771	147050	229676	4	3	6	5	43	9	1933943	22	0	0 + 16 part	470387	82.888	1.032	0.00	342.56	38.32	152624	1693405	43129	52442	8611	14897	13	11	40	29
r9-il_bin.0172	21	21	21	21	18	12	1879134	1879134	1879134	1879134	1815903	1577213	21	247856	1879134	1980328	41.59	41.79	172723	137892	63697	58454	5	6	10	11	38	13	1560758	17	0	1 + 15 part	273595	78.152	1.037	0.00	282.94	35.09	131096	1604251	44808	42175	14747	13500	12	13	28	33
r9_bin.0172	21	21	21	21	18	12	1880014	1880014	1880014	1880014	1816727	1577828	21	247968	1880014	1980328	41.56	41.79	172638	138073	63722	58549	5	6	10	11	38	13	1561352	19	0	1 + 15 part	273759	77.998	1.040	0.00	272.24	47.84	131211	1604984	44799	42176	14748	13499	12	13	28	33
ilmn_bin.0006	71	71	64	57	36	23	3077831	3077831	3052352	3001021	2647521	2138059	71	162748	3077831	3255968	44.23	44.32	80397	80215	46757	37662	14	15	27	30	7	6	206621	5	0	0 + 3 part	16856	93.906	1.001	0.00	6.21	0.78	162748	3059823	80215	78089	42602	35734	14	15	27	31
r103-il_bin.0015	4	4	3	3	2	2	3287154	3287154	3283842	3283842	3261661	3261661	4	2106592	3287154	3255968	44.26	44.32	2106592	2106592	1155069	1155069	1	1	2	2	5	2	3261661	0	0	2 + 2 part	49334	99.199	1.002	0.00	0.25	1.73	1671143	3237820	1671143	1671143	1127818	1127818	1	1	2	2
r103_bin.0010	4	4	3	3	2	2	3287260	3287260	3283950	3283950	3261770	3261770	4	2106631	3287260	3255968	44.25	44.32	2106631	2106631	1155139	1155139	1	1	2	2	5	2	3261770	1	0	2 + 2 part	49522	99.198	1.002	0.00	4.18	9.57	1671177	3237738	1671177	1671177	1127707	1127707	1	1	2	2
r104-il_bin.0022	8	8	7	7	6	5	3308608	3308608	3304134	3304134	3292232	3254521	8	1260938	3308608	3255968	44.34	44.32	1150048	1150048	664020	664020	2	2	3	3	3	1	1260938	0	0	3 + 2 part	72771	99.378	1.000	0.00	0.12	1.58	1138185	3235831	827496	827496	664020	664020	2	2	3	3
r104_bin.0093	8	8	7	7	6	5	3308712	3308712	3304235	3304235	3292333	3254564	8	1260933	3308712	3255968	44.34	44.32	1150081	1150081	664035	664035	2	2	3	3	3	1	1260933	0	0	3 + 2 part	72830	99.378	1.000	0.00	0.46	2.72	1138217	3235876	827499	827499	664035	664035	2	2	3	3
r9-il_bin.0018	9	9	8	7	6	5	3324954	3324954	3322532	3312753	3301637	3265609	9	1413252	3324954	3255968	44.33	44.32	1046491	1046491	453414	1046491	2	2	3	2	6	2	1664764	1	0	2 + 4 part	90478	99.325	1.000	0.03	0.77	2.47	1032153	3234476	977125	977125	426708	426708	2	2	4	4
r9_bin.0019	8	8	8	7	6	5	3327316	3327316	3327316	3317538	3306398	3270383	8	1415287	3327316	3255968	44.37	44.32	1048088	1048088	454092	1048088	2	2	3	2	6	2	1667146	1	0	2 + 4 part	90480	99.262	1.002	0.00	26.27	153.28	1033746	3236831	978576	978576	427288	432578	2	2	4	3
ilmn_bin.0064	70	70	51	41	34	20	2584423	2584423	2524084	2457525	2335174	1828513	70	344254	2584423	2705332	66.40	66.13	76817	73086	42496	40174	11	12	23	25	2	2	422835	7	0	5 + 3 part	21066	94.665	1.001	0.00	7.77	0.20	286825	2562893	67960	67663	42496	39742	12	13	24	27
r103-il_bin.0053	6	6	6	4	2	2	2664240	2664240	2664240	2649618	2624515	2624515	6	1690404	2664240	2705332	66.33	66.13	1690404	1690404	934111	934111	1	1	2	2	6	2	2624515	1	1	1 + 2 part	25173	97.509	1.000	0.00	4.09	6.07	1093483	2639067	514054	514054	291840	291840	2	2	4	4
r103_bin.0025	5	5	4	3	2	2	2644229	2644229	2642810	2634494	2624482	2624482	5	1690356	2644229	2705332	66.32	66.13	1690356	1690356	934126	934126	1	1	2	2	6	2	2624482	1	0	0 + 1 part	4916	97.562	1.000	0.00	17.58	20.69	1093519	2639313	514085	514085	291831	291831	2	2	4	4
r104-il_bin.0077	11	11	10	9	7	6	2747973	2747973	2744115	2738804	2707832	2680036	11	681817	2747973	2705332	66.04	66.13	568120	568120	425928	425928	3	3	4	4	5	3	1357096	0	0	2 + 6 part	101637	97.470	1.004	0.00	2.01	0.30	655487	2646336	505754	505754	249153	249153	3	3	5	5
r104_bin.0048	11	11	10	9	7	6	2747807	2747807	2743944	2738632	2707666	2679873	11	681815	2747807	2705332	66.03	66.13	568117	568117	425778	425778	3	3	4	4	5	3	1356945	0	0	2 + 6 part	101553	97.470	1.004	0.00	15.66	4.55	655486	2646254	505752	505752	249153	249153	3	3	5	5
r9-il_bin.0076	4	4	4	4	4	3	2715280	2715280	2715280	2715280	2715280	2683337	4	1436982	2715280	2705332	66.32	66.13	1436982	1436982	1161475	1161475	1	1	2	2	4	2	1246355	0	0	0 + 1 part	42978	97.602	1.012	0.00	7.65	2.65	1435085	2670405	1435085	1435085	458457	458457	1	1	3	3
r9_bin.0076	4	4	4	4	4	3	2715221	2715221	2715221	2715221	2715221	2683277	4	1436980	2715221	2705332	66.31	66.13	1436980	1436980	1161417	1161417	1	1	2	2	4	2	1246297	1	0	0 + 1 part	43070	97.597	1.012	0.00	8.45	6.44	1435082	2670253	1435082	1435082	458313	458313	1	1	3	3
r9-il_bin.0078	68	68	66	60	46	28	4564820	4564820	4556958	4515820	4261990	3635758	68	413212	4564820	4382189	64.69	64.75	122805	129997	66775	72825	12	11	25	23	53	25	3019411	12	3	3 + 37 part	560058	89.984	1.016	1.51	195.07	157.89	186166	4003758	59249	60440	25929	29074	22	21	51	45
ilmn_bin.0010	987	987	9	0	0	0	1841731	1841731	51460	0	0	0	987	6609	1841731	3095406	40.81	40.58	1945	1248	1406	-	319	725	600	-	20	19	41694	10	0	211 + 21 part	410996	45.885	1.007	0.00	375.76	34.57	6609	1426241	1597	-	1024	-	372	-	731	-
r103-il_bin.0071	51	51	50	44	21	8	1572954	1572954	1568101	1522228	1124973	666545	51	107713	1572954	3095406	40.55	40.58	39798	7299	22177	-	11	47	24	-	38	19	894597	32	1	1 + 27 part	253096	42.278	1.009	2.23	784.23	164.52	60952	1318227	18501	-	8559	-	27	-	56	-
r104-il_bin.0109	133	133	99	62	18	4	1857227	1857227	1753068	1490652	806217	296182	133	99066	1857227	3095406	40.36	40.58	21936	9213	11667	-	24	68	54	-	33	24	693602	27	2	33 + 40 part	457931	44.919	1.006	0.38	709.50	99.18	62026	1393919	11709	-	377	-	45	-	137	-
r104_bin.0016	100	100	88	54	18	4	1698710	1698710	1652599	1405115	845925	336252	100	99035	1698710	3095406	40.50	40.58	24991	7200	12032	-	19	71	43	-	32	24	692544	26	3	6 + 41 part	304773	44.844	1.004	0.00	888.97	247.96	57109	1390015	13328	-	5349	-	38	-	87	-
r9-il_bin.0193	43	43	41	33	27	17	3243722	3243722	3233864	3172698	3072327	2720950	43	418062	3243722	3095406	40.39	40.58	157859	190379	85456	99013	7	6	14	12	61	18	2448739	55	2	8 + 21 part	597645	84.418	1.013	1.79	551.46	89.66	142365	2644861	40321	42820	11930	18323	23	21	54	47
